Ref_Interne; Materiel; NumeroSerie; Type; Marque; Quantite; DataAchat; PrixAchat; DateSortie; QuantiteSortie; NatureSortie; QuantiteRestante; DureeUtilisationPrevisionelle; FequenceUtilisation; LieuStockage; nom; 
BRICO_O_065; RAINUREUSE A BETON SG1250; 40137; SG1250; MAKITA; 1; 2009-11-11; 628.02; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; RAINUR001; 
BRICO_O_066; SCIE DE CARRELAGE TT200B; 9090413; TT200B; Saint GOBAIN; 1; 2009-11-11; 371.14; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCIEEL004; 
BRICO_O_067; Ponceuse 600W GEX 150 TURBO avec coffret; 983000043; GEX 150 TURBO; BOSCH; 1; 2009-11-11; 355.62; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PONCEU005; 
BRICO_O_068; PERFORATEUR - BURINEUR SDS+ 800W BOSCH GBH 2-26DFR 2 JOULES 24MM; 001013186; GBH 2-26 DFR; BOSCH; 1; 2010-03-18; 311; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERFOR005; 
BRICO_O_069; PERFORATEUR - BURINEUR SDS+ 800W BOSCH GBH 2-26DFR 2 JOULES 24MM; 001011834; GBH 2-26 DFR; BOSCH; 1; 2010-03-18; 311; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERFOR006; 
BRICO_O_070; MEULEUSE 600W GWS 6-125 DIAMETRE 125MM EN BOITE; NA; GWS 6-125; BOSCH; 1; 2010-03-18; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MEULEU003; 
BRICO_O_071; MEULEUSE 600W GWS 6-125 DIAMETRE 125MM EN BOITE; NA; GWS 6-125; BOSCH; 1; 2010-03-19; 1; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MEULEU004; 
BRICO_O_072; Camera thermique infrarouge FLUKE TiR; TIR-10010123; TIR; FLUKE; 1; 2010-03-18; 4562.74; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CAMTHE001; 
BRICO_O_073; Broyeur a vegetaux VIKING GE420; ; GE420; VIKING; 1; 2010-04-20; 1044.95; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; BROYEU001; 
BRICO_O_074; Tronconneuse electrique STHIL MSE180C; ; MSE180C; STHIL; 1; 2010-04-20; 302.86; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TRONCO001; 
BRICO_O_075; Ponceuse a parquet 250mm BONA FLEXIDRUM; NA; BONA FLEXIDRUM; BONA; 1; 2010-04-20; 5314.82; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PONPAR001; 
BRICO_O_076; Bordeuse a parquet BONA EDGE 130; NA; BONA EDGE 130; BONA; 1; 2010-04-20; 2184.32; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; BORDEU001; 
BRICO_O_077; Tronconneuse electrique STHIL MSE180C; NA; MSE 180C; STHIL; 1; 2010-04-20; 302.86; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TRONCO002; 
BRICO_O_078; Taille haie telescopique electrique STHIL HLE71; ; HLE71; STHIL; 1; 2010-04-20; 394.68; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TAILLH001; 
BRICO_O_079; Taille haie electrique STHIL HSE81-700; NA; ; ; 1; 2010-04-20; 336.08; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TAILLH002; 
BRICO_O_080; Taille haie electrique STHIL HSE81-700; NA; HSE81; STHIL; 1; 2010-04-20; 336.08; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TAILLH003; 
BRICO_O_081; Scarificateur electrique VIKING LE540; NA; ; ; 1; 2010-04-20; 355.95; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCARIF001; 
BRICO_O_082; Scie a onglet pendulaire electrique METABO KGT300; 0131112823; KGT300; METABO; 1; 2010-04-20; 801.06; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCIEON001; 
BRICO_O_083; Scie a onglet radiale electrique METABO KGS255+; 9352254896; KGS255+; METABO; 1; 2010-04-20; 476; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCIEON002; 
BRICO_O_084; Chargeur de batterie automatique 15A 6/12/24V (Batium 15/24); 0910014035; Batium 15/24; BATIUM; 1; 2010-04-20; 157.86; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CHARGE001; 
BRICO_O_085; Pompe d'evacuation eau (FLOTEC VIPVORT 180); B1024 2010; VIPVORT 180/6; FLOTEC; 1; 2010-04-20; 109.19; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; POMPER001; 
BRICO_O_086; Leve panneau 3,50m (LEVPANO I); NA; ; ; 1; 2010-04-20; 478.5; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; LEVPAN001; 
BRICO_O_087; Plateforme de travail (MINIX XL 110); ; ; ; 1; 2010-04-20; 501.12; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PLATEF001; 
BRICO_O_088; Pince a rivet pop; NA; NT X; GESIPA; 1; 2010-04-20; 48.13; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PINPOP001; 
BRICO_O_089; Pince a cheville metallique (style MOLLY); NA; Pince Cheville metalique; EDMA; 1; 2010-04-20; 25; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PINCHE001; 
BRICO_O_090; Multimetre numerique a pince (METRIX CM 610); I0010836; METRIX CM 610; MULTIMETRIX; 1; 2010-04-20; 89.63; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MULMET001; 
BRICO_O_091; Niveau a bulle de 60cm (STANLEY FATMAX XL); NA; FATMAX XL 60cm; STANLEY; 1; 2010-04-20; 29.9; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NIVEAU001; 
BRICO_O_092; Niveau a bulle de 90cm (STANLEY FATMAX XL); NA; FATMAX XL 90cm; STANLEY; 1; 2010-04-20; 35.88; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NIVEAU002; 
BRICO_O_093; Niveau a bulle de 120cm (STANLEY FATMAX XL); NA; FATMAX XL 120cm; STANLEY; 1; 2010-04-20; 47.84; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NIVEAU003; 
BRICO_O_094; Cle serre tube 14" (VIRAX); NA; 013814; VIRAX; 1; 2010-04-20; 39.4; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CLESER001; 
BRICO_O_095; Triple decametre ruban 30m (STANLEY); NA; RUBAN 30m; STANLEY; 1; 2010-04-20; 46.64; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DECMET001; 
BRICO_O_096; Deboucheur a tambour; NA; Deboucheur a tambour; VIRAX; 1; 2010-04-20; 40.39; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DEBOUC001; 
BRICO_O_097; Cintreuse arbalete pour tuyau de cuivre recuit de diametre 10 a 22mm (VIRAX 2501)(cf. le manuel utilisateur pour les diametres des autres types de tube); NA; VIRAX 2501; VIRAX; 1; 2010-04-20; 221.24; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CINTRE001; 
BRICO_O_098; Masse 4kg manche plastique (LEBORGNE); NA; Masse; LEBORGNE; 1; 2010-04-20; 36.18; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MASSES001; 
BRICO_O_099; Ebrancheur a enclume (STIHL); ; ; STIHL; 1; 2010-04-20; 110.51; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; EBRANC001; 
BRICO_O_100; Polisseuse, cireuse a parquet; 9034 015; FLOOR MAC; BONA; 1; 2010-09-29; 700; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CIREUS001; 
BRICO_O_101; Rabot electrique HL850 EB, Fer 82mm; 10623800; HL850 EB; FESTOOL; 1; 2010-09-29; 500; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; RABOT0001; 
BRICO_O_102; Defonceuse 1200W diametre outil:8mm; 030011035; OFE1229 Signal; METABO; 1; 2010-09-29; 345; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DEFONC001; 
BRICO_O_103; Tariere BP 121C; ; ; ; 1; 2010-09-29; 494; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TARIER001; 
BRICO_O_104; Motobineuse VH660; ; ; ; 1; 2010-09-29; 1153; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; MOTOBI001; 
BRICO_O_105; Tronconneuse thermique 30 cm MS200T; ; ; ; 1; 2010-09-29; 455; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TRONCO003; 
BRICO_O_106; Elagueur thermique HT131 avec harnais; ; ; ; 1; 2010-09-29; 654; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ELAGUE001; 
BRICO_O_107; Debrousailleuse thermique FS350 avec harnais; ; ; ; 1; 2010-09-29; 508; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DEBROU001; 
BRICO_O_108; Taille haie ?á moteur thermique Stihl HS81T; ; ; ; 1; 2010-09-29; 446; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TAILLH004; 
BRICO_O_109; Scie tandem 30 cm BOSCH GFZ16-35AC 1600w; 008000115; GFZ16-35AC; BOSCH; 1; 2010-09-29; 351; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCIETA001; 
BRICO_O_110; Coffert de trepans pour bois, platre et beton cellulaire diametre 22, 29, 35, 44, 51, 64; NA; Electrician hole saw kit; LENOX; 1; 2010-09-29; 139; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TREPAN001; 
BRICO_O_111; Humidimetre HPM2000; ; ; ; 1; 2010-09-29; 154; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; HUMIDI001; 
BRICO_O_112; Etabli modulable portable workmate Master 600; NA; workmate Master 600; WOLFCRAFT; 1; 2010-09-29; 127; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ETABLI001; 
BRICO_O_113; Perforateur a batterie SDS+ BOSCH GBH 36VF-LI avec accu Li-lion 36V; 008000340; GBH 36VF-LI; BOSCH; 1; 2010-09-29; 614; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PERFOR007; 
BRICO_O_114; Niveau laser rotatif BOSCH GRL300 HV Pro portee 150m; 107000079; GRL 300HV professional; BOSCH; 1; 2010-09-29; 573; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NLASER004; 
BRICO_O_115; Coupe boulon tubulaire longeur 450 mm, ecartement 0.5 cm; NA; 450; STANLEY; 1; 2010-09-29; 19; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; COUPEB001; 
BRICO_O_116; Lot de 2 serre joints de 300 mm; NA; APA30; SER; 1; 2010-09-29; 50; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SERREJ001; 
BRICO_O_117; Lot de 2 serre joints de 400 mm; NA; APA40; SER; 1; 2010-09-29; 50; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SERREJ002; 
BRICO_O_118; Lot de 2 serre joints de 500 mm; NA; APA50; SER; 1; 2010-09-29; 50; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SERREJ003; 
BRICO_O_119; Lot de 7 tournevis de securite TORX; NA; ANXR.J7PB; FACOM; 1; 2010-09-29; 27; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TOTORX001; 
BRICO_O_120; Presse a sangle stanley 4 coins; NA; Presse; STANLEY; 1; 2010-09-29; 20; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PRESSE001; 
BRICO_O_121; Nettoyeur HP Alto 3-30 XT; Nonlisible; Alto Poseidon 3-30XT; NILFISK; 1; 2010-09-29; 690; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NETTHP003; 
BRICO_O_122; Aspirateur a poussiere ATTIX 30.21 XC; 302003409; ATTIX 30.21 XC; NILFISK; 1; 2010-09-29; 467; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ASPIRA004; 
BRICO_O_123; Decolleuse a papier peint; 10129; TurboVapeur2300; MILBOX; 1; 2010-09-29; 285; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DECOLL003; 
BRICO_O_124; Nettoyeur vapeur Alto steamtec 51H; ; ; ; 1; 2010-09-29; 350; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; NETTVA001; 
BRICO_O_126; Echelle transformable 3 plan de 6.86m maxi; ; ; ; 1; 2010-09-29; 300; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ECHELL001; 
BRICO_O_127; Groupe electrogene 2000W 59DBA 4/10H; ; ; ; 1; 2010-09-29; 960; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ELECTR001; 
BRICO_O_128; Tirfor 3200 DaN + 20m cable acier + 2 elingues de 3m; ; ; ; 1; 2010-09-29; 1200; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TIRFOR001; 
BRICO_O_129; Poste a souder OXYFLAM Prodige W00291586 Les gaz (oxy et acetylene) sont compris dans la location. environ 150ï¿½ï¿½ï¿½ la recharge.; ; ; AIR LIQUIDE; 1; 2010-11-30; 736; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PSOUDE002; 
BRICO_O_130; Coupe carreau TX - TX - NV2 700 RUBI (70 cm) 1x Carrelette 1x Guide amovible 1x Support lateral 1x Fixation support lateral 3x Molettes de coupe (10, 18, 22 mm) 1x Manuel; NA; TX-700-N; RUBI; 1; 2010-11-30; 437; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CARREL001; 
BRICO_O_131; FENBUC001 1x Fendeur de buche 50cm (14 Tonnes) RABAUD Ref 70027B; ; ; ; 1; 2010-11-30; 942; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; FENBUC001; 
BRICO_O_132; TREPAN002 Scie tr?ï¿½pan diamant pour acier, pierre, gr?ï¿½s, marbre, verre, granit Attention : ï¿½ï¿½ï¿½ ne sï¿½ï¿½ï¿½adaptent que sur un mandrin classique ï¿½ï¿½ï¿½ Pas de SDS possible ï¿½ï¿½ï¿½ Pas pour du b?ï¿½ton 1x Ventouse centreuse 1x Un syst?ï¿½me dï¿½ï¿½ï¿½arrosage 10 tr?ï¿½pans de diam?ï¿½tres (en mm) : 6 / 8 / 10 / 12 / 22 / 29 / 35 / 44 / 51 / 67; NA; NA; ERKO; 1; 2010-11-30; 320; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TREPAN002; 
BRICO_O_133; CLEDYN001 1x Clef dynamom?ï¿½trique 5Nm ï¿½ï¿½ï¿½ 25Nm 1/4 " Ref DYTFZ-25 1x Etui 1x Mode dï¿½ï¿½ï¿½emploi; NA; DYTF25-1 5-25 Nm; SAM; 1; 2010-11-30; 176; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CLEDYN001; 
BRICO_O_134; Nettoyeur a moquette INJECTEUR EXTRACTEUR KARCHER TYPE PUZZI 200 SUPER; 057616; TYPE PUZZI 200 SUPER; KARCHER; 1; 2010-11-30; 772; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; INJEXT003; 
BRICO_O_135; Scie sabre pendulaire METABO PSE 1200 ï¿½ï¿½ï¿½ 2600 Watts; 013010000096469596; PSE 1200; METABO; 1; 2010-12-31; 421; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SCISAB001; 
BRICO_O_136; ROULGAZ001 1x Rouleau a gazon remplissable dÔÇÖeau; ; ; ; 1; 2010-12-31; 177; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ROUGAZ001; 
BRICO_O_137; SANGLE001 1x Sangle de d?ï¿½m?ï¿½nagement; NA; NA; NA; 1; 2010-11-30; 101; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SANGLE001; 
BRICO_O_138; Jeux de 30 toupies pour defonceuse; NA; NA; NA; 1; 2010-11-30; 107; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; TOUPIE001; 
BRICO_O_139; Echelle de toit de 6m en troncon de 1.5m Avec crochet; ; ; ; 1; 2010-11-30; 634; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ECHELL002; 
BRICO_O_145; Coffret pince a emboiture 5 tetes (12, 14, 16, 18, 22); NA; 2526 K12; VIRAX; 1; 2011-01-12; 248; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PINEMB001; 
BRICO_O_146; Chandelle paire 2.2 Tonnes; ; ; ; 1; 2011-01-12; 94; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CHANDE001; 
BRICO_O_147; Paire de chandelle 2.2 Tonnes; ; ; ; 1; 2011-01-12; 94; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CHANDE002; 
BRICO_O_148; Grignoteuse super coupe avec brise copeau NR1 Capacit?ï¿½s de coupe : inox : 0,6 mm # galva : 1,2 mm # zinc : 1,2 mm # t??le douce : 1,2 mm # cuivre : 1,5 mm # Laiton : 1,5 mm # alu : 2 mm # PVC; NA; NR1; EDMA; 1; 2011-01-12; 40; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; GRIGNO001; 
BRICO_O_149; Projecteur telescopique, lumiere froide 2 x 18 watts; NA; TPLF72; Revert; 1; 2011-01-12; 73; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PROJEC001; 
BRICO_O_150; Projecteur telescopique, lumiere froide 2 x 18 watts; NA; TPLF72; Revert; 1; 2011-01-12; 73; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PROJEC002; 
BRICO_O_151; Decapeur thermique 2300W 660?? GHG660LCD; 0601944703; GHG 660 LCD Professional; BOSCH; 1; 2011-01-12; 170; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DECAPT001; 
BRICO_O_152; Chevalet metalique; ; ; ; 1; 2011-01-12; 111; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CHEVAL001; 
BRICO_O_153; Coupe boulon 1050mm; NA; 1050mm; STANLEY; 1; 2011-01-12; 74; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; COUPEB002; 
BRICO_O_154; Appareil a battre les collets diametres 6 a 14 mm; ; ; ; 1; 2011-01-18; 116; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; COLBAT001; 
BRICO_O_155; Appareil a battre les collets diametres 10 a 22 mm; ; ; ; 1; 2011-01-18; 163; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; COLBAT002; 
BRICO_O_156; Clef dynamometrique 1/2 pouce 4?ï¿½ - 200 NM; NA; S.208-200; FACOM; 1; 2011-01-18; 243; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CLEDYN002; 
BRICO_O_157; Decolleuse a papier peint; 10298; TurboVapeur2300; MILBOX; 1; 2011-02-03; 285; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DECOLL004; 
BRICO_O_158; Decolleuse a papier peint; 10296; TurboVapeur2300; MILBOX; 1; 2011-02-03; 285; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DECOLL005; 
BRICO_O_159; Ponceuse a beton (BOSCH GBR14CA); 009000161; GBR14CA; BOSCH; 1; 2003-02-20; 675; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PONBET001; 
BRICO_O_160; Echenilloir telescopique; ; ; ; 1; 2028-02-20; 109.42; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; ECHENI001; 
BRICO_O_161; Aspiro-souffleur STIHL SH86CED avec tr?¿s forte capacit?® d'aspiration. Transformable et utilisable aussi en souffleur. Avec tube de soufflage et buse d'aspiration ronde.. Inclus couteau de broyage en acier haute qualit?® pour broyer les d?®chets et sac de recuperation.; ; ; ; 1; 2031-03-20; 394; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SOUFLE001; 
BRICO_O_162; Grue d'atelier manuelle 1T. Bras extensible 3 positions 700/800/1000 kg. Hauteur maxi du crochet 2445 mm.; ; ; ; 1; 2031-03-20; 490; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; GRUEAT001; 
BRICO_O_163; Cric Rouleur 3,2 T FACOM DL 32; ; ; ; 1; 2003-02-20; 238; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CRICRO001; 
BRICO_O_164; Trepied telescopique pour niveau laser; 210670; 50-2010; NEDO; 1; 2003-02-20; 271; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PIETEL001; 
BRICO_O_165; Cle sous evier VIRAX; NA; NA; VIRAX; 1; 2030-04-20; 53.03; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; CLEEVI001; 
BRICO_O_166; Pietement universel pour scie a onglet/radiale METABO KSU400; ; ; ; 1; 2003-02-20; 241.31; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; PIESCI001; 
BRICO_O_167; Servante Metabo RS420G; ; ; ; 1; 2003-02-20; 148.59; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SERVAN001; 
BRICO_O_168; Servante METABO RS420G; ; ; ; 1; 2003-02-20; 148.59; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; SERVAN002; 
BRICO_O_169; Diable aluminium repliable 125 kg; NA; 125 Kg; MATADOR; 1; 2010-06-28; 137.54; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; DIABLE005; 
BRICO_O_170; Coupe tube cuivre; NA; 3-35 MM; VIRAX; 1; 2011-03-02; 38.27; 2000-01-01; 0; NA; 1; 10 ans; 1/15 jours; Air-RPBricolage; COUTUB001; 
